month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202002,15001,"hawaii, hi",447000.0,0.0057,-0.0774,1368,-0.0204,-0.1535,93.0,-0.0287,0.1411,388,0.0157,-0.1638,12,-0.25,-0.1429,0.0052,-0.0018,-0.0001,320.0,0.1034,-0.0533,0.14,0.0113,0.0116,526.0,0.1156,-0.0649,330.0,0.0067,-0.0563,1538.0,0.0199,-0.0292,1086716.0,0.0195,0.0753,1894,0.012,-0.1298,0.3845,0.0469,0.0364,0.0
202002,15003,"honolulu, hi",638000.0,-0.0176,-0.0873,2780,0.02,-0.0975,69.0,-0.0861,0.1695,1112,0.0412,-0.0496,12,0.0,0.2,0.0033,0.0002,0.0008,516.0,0.0531,-0.265,0.1372,0.0089,-0.0254,2.0,1.0,-0.6667,557.0,-0.008,0.0299,1107.0,-0.0076,-0.0867,1143925.0,-0.0213,0.0112,2783,0.0207,-0.0985,0.0007,0.0004,-0.0012,0.0
202002,15007,"kauai, hi",1090000.0,0.0259,0.2152,457,-0.0338,-0.0419,106.0,0.0547,0.0443,104,0.1818,-0.1475,4,0.0,1.0,0.0057,-0.0004,0.003,60.0,0.1111,0.0345,0.0851,0.0081,0.0039,181.0,0.387,0.3358,661.0,0.0163,0.126,1640.0,0.0071,0.052,2297226.0,0.0737,0.1608,635,0.0531,0.035,0.3961,0.1202,0.112,0.0
202001,15003,"honolulu, hi",649450.0,-0.0197,-0.0709,2726,-0.0479,-0.0802,76.0,0.0203,0.1615,1068,0.3728,-0.1872,12,0.0,-0.25,0.0031,-0.0003,-0.0006,490.0,0.2189,-0.161,0.1283,0.0181,-0.0061,1.0,-0.6667,-0.75,562.0,0.0075,0.0459,1115.0,-0.0249,-0.092,1168819.0,-0.0149,0.0144,2727,-0.0485,-0.0809,0.0004,-0.0007,-0.001,0.0
202001,15009,"maui, hi",980000.0,0.0316,0.0482,959,-0.0164,-0.127,83.0,0.0538,0.1327,268,0.1754,-0.0884,10,0.6667,0.25,0.0064,0.0024,0.0017,130.0,0.3,-0.1667,0.0854,0.0205,-0.003,328.0,0.0,0.1274,728.0,0.0163,0.053,1389.0,0.0014,-0.0142,1935259.0,0.0197,0.0888,1285,-0.0123,-0.0805,0.3417,0.0056,0.0771,0.0
202001,15007,"kauai, hi",1062500.0,-0.0328,0.1837,473,-0.0357,0.0032,101.0,0.0579,-0.1027,88,-0.2414,-0.1852,4,,-0.5,0.0061,0.0061,-0.0045,54.0,0.1739,-0.2703,0.077,0.0134,-0.0275,131.0,0.1447,0.0276,651.0,-0.0055,0.1187,1629.0,-0.0073,0.0127,2139503.0,-0.0237,0.0665,603,0.0017,0.0067,0.2759,0.0435,0.0065,0.0
202001,15001,"hawaii, hi",444450.0,0.036,-0.0817,1397,-0.0322,-0.1198,96.0,-0.0026,0.1536,382,0.1105,-0.1357,16,0.6,-0.2,0.007,0.0025,-0.001,290.0,0.2083,-0.142,0.1287,0.0225,-0.007,472.0,0.0,0.0814,328.0,0.0286,-0.0729,1508.0,-0.0041,-0.0383,1065904.0,0.029,0.0852,1872,-0.0232,-0.0726,0.3376,0.0109,0.0628,0.0
201912,15009,"maui, hi",950000.0,0.027,0.0215,975,-0.0015,-0.085,79.0,0.0533,-0.0125,228,-0.2597,-0.25,6,-0.25,-0.25,0.0039,-0.0009,-0.001,100.0,-0.2647,-0.4048,0.0648,-0.0209,-0.0378,328.0,-0.0046,0.0299,716.0,0.0479,0.0758,1387.0,-0.0029,-0.0545,1897897.0,0.0338,0.076,1301,-0.0015,-0.0545,0.3361,-0.001,0.0375,0.0
201912,15007,"kauai, hi",1098500.0,-0.0227,0.2287,491,0.0973,0.0348,95.0,-0.0686,-0.148,116,0.3182,0.0,0,,,0.0,0.0,0.0,46.0,-0.2333,-0.3235,0.0637,-0.0206,-0.0294,114.0,-0.088,-0.05,654.0,0.002,0.1234,1641.0,-0.0076,0.0469,2191364.0,-0.0255,0.1148,602,0.0524,0.0152,0.2324,-0.0472,-0.0207,0.0
201912,15003,"honolulu, hi",662500.0,-0.0082,-0.0522,2863,-0.0559,-0.0163,74.0,0.1212,0.0882,778,-0.2251,-0.1469,12,-0.25,-0.25,0.0034,-0.0004,-0.0009,402.0,-0.2664,-0.2148,0.1102,-0.0245,-0.0234,3.0,0.0,-0.25,558.0,0.0168,0.0593,1144.0,-0.0048,-0.0837,1186499.0,0.025,0.0251,2866,-0.0558,-0.0166,0.001,0.0001,-0.0003,0.0
201912,15001,"hawaii, hi",429000.0,-0.0233,-0.087,1443,-0.0007,-0.0393,96.0,0.0,0.1294,344,-0.0652,-0.0444,10,-0.1667,0.25,0.0045,-0.0009,0.0011,240.0,-0.0769,-0.0323,0.1062,-0.0064,-0.0017,472.0,-0.0513,0.0385,319.0,0.0149,-0.0885,1514.0,-0.0161,-0.0343,1035821.0,-0.0072,0.0666,1916,-0.0114,-0.0179,0.3267,-0.0174,0.0245,0.0
201911,15003,"honolulu, hi",668000.0,-0.0169,-0.0433,3032,-0.0265,0.0387,66.0,0.0313,0.0476,1004,-0.0755,-0.1254,16,1.0,0.1429,0.0038,0.0019,0.0003,548.0,-0.1697,-0.0072,0.1347,-0.0214,-0.0007,3.0,-0.4,-0.25,548.0,0.0081,0.0487,1149.0,-0.0225,-0.0958,1157569.0,-0.0059,0.0104,3035,-0.0271,0.0383,0.001,-0.0006,-0.0004,0.0
201911,15001,"hawaii, hi",439250.0,0.0158,-0.0293,1444,0.0187,-0.0096,96.0,-0.0495,0.1228,368,-0.0466,0.0337,12,1.0,0.5,0.0053,0.0027,0.0018,260.0,0.0317,0.1017,0.1126,0.0012,0.0111,497.0,0.043,0.102,314.0,0.0286,-0.0729,1539.0,0.0001,-0.0071,1043382.0,0.0207,0.1414,1938,0.0235,0.0203,0.3442,0.008,0.0349,0.0
201911,15007,"kauai, hi",1124000.0,0.0194,0.3009,447,0.0311,-0.0208,102.0,-0.0377,0.0049,88,-0.1538,-0.1373,0,,-1.0,0.0,0.0,-0.0089,60.0,0.0345,0.1111,0.0843,0.0011,0.0008,125.0,-0.1007,0.0965,653.0,0.0155,0.1313,1653.0,-0.0268,0.0596,2248768.0,0.0668,0.1724,572,-0.0009,0.0018,0.2796,-0.041,0.0299,0.0
201911,15009,"maui, hi",925000.0,0.0026,0.0428,976,0.0948,-0.0674,75.0,-0.1379,-0.2228,308,-0.1098,0.1324,8,1.0,0.3333,0.0049,0.0023,0.0012,136.0,0.0303,0.283,0.0857,0.0056,0.0214,329.0,0.1077,0.0752,684.0,0.0184,0.0304,1391.0,-0.0388,-0.0218,1835773.0,-0.0413,0.0726,1303,0.0968,-0.0345,0.3371,0.0039,0.0447,0.0
201910,15007,"kauai, hi",1102614.0,0.0211,0.2327,434,-0.008,-0.0023,106.0,0.0144,0.1522,104,0.1304,0.0612,0,,-1.0,0.0,0.0,-0.0059,58.0,0.16,-0.1212,0.0832,0.0082,-0.0155,139.0,0.0072,0.1583,643.0,0.0099,0.104,1698.0,0.0088,0.0784,2107898.0,0.025,0.0542,573,-0.0035,0.0288,0.3206,0.0049,0.0445,0.0
201910,15009,"maui, hi",922568.0,-0.0069,0.0672,892,0.0136,-0.1461,87.0,-0.0114,-0.1212,346,0.1689,0.291,4,0.0,-0.3333,0.0026,-0.0001,-0.0011,132.0,0.0313,0.0476,0.0801,-0.0076,0.0026,297.0,0.0034,-0.0571,671.0,-0.0133,0.0284,1447.0,-0.0109,0.022,1914929.0,-0.0588,0.1893,1188,0.0197,-0.1242,0.3331,-0.0034,0.0314,0.0
201910,15001,"hawaii, hi",432409.0,-0.0068,-0.0587,1418,-0.0143,0.0238,101.0,0.0,0.0919,386,-0.0446,-0.0253,6,-0.25,-0.6667,0.0027,-0.0008,-0.0056,252.0,-0.0803,-0.0597,0.1114,-0.0063,-0.0088,477.0,-0.0226,0.0929,305.0,-0.008,-0.0904,1539.0,-0.002,-0.004,1022247.0,0.0065,0.087,1894,-0.0159,0.0395,0.3362,-0.0029,0.0212,0.0
201910,15003,"honolulu, hi",679500.0,-0.0091,-0.0152,3115,-0.0002,0.1048,64.0,0.0579,0.0079,1086,-0.0304,-0.054,8,-0.3333,-0.5,0.0019,-0.0009,-0.0021,660.0,-0.006,-0.0544,0.1561,-0.0004,-0.0195,5.0,0.0,0.6667,544.0,-0.0035,0.0399,1176.0,-0.0146,-0.0704,1164467.0,0.0019,0.0086,3120,-0.0002,0.1054,0.0016,0.0,0.0005,0.0
201909,15003,"honolulu, hi",685727.0,-0.0106,-0.019,3115,0.0029,0.1225,61.0,0.0614,0.0083,1120,-0.0244,0.0182,12,-0.4,-0.4,0.0028,-0.0019,-0.0023,664.0,0.0,-0.0235,0.1565,0.0002,-0.0185,5.0,0.25,0.25,546.0,-0.0052,0.0371,1193.0,-0.0179,-0.0663,1162227.0,0.0029,-0.0074,3120,0.0032,0.1227,0.0016,0.0003,0.0002,0.0
201909,15009,"maui, hi",928977.0,-0.0102,0.0617,880,-0.0419,-0.1584,88.0,-0.0112,-0.1456,296,0.1045,0.3704,4,0.0,-0.6667,0.0027,0.0001,-0.0047,128.0,0.0323,-0.0588,0.0876,0.0043,0.0033,296.0,-0.0327,-0.0358,680.0,-0.0308,0.047,1463.0,0.0294,0.0537,2034619.0,-0.0531,0.281,1165,-0.0451,-0.1383,0.3366,0.0032,0.0428,0.0
201909,15007,"kauai, hi",1079795.0,0.0628,0.1445,437,-0.0353,0.0023,105.0,0.0146,0.2011,92,0.0,-0.1154,0,-1.0,,0.0,-0.0059,0.0,50.0,-0.3056,-0.1071,0.075,-0.0307,-0.0073,138.0,0.0147,0.0698,637.0,0.0273,0.0666,1684.0,0.0165,0.0387,2056496.0,0.0394,0.0144,575,-0.0246,0.0186,0.3158,0.0156,0.0199,0.0
201909,15001,"hawaii, hi",435364.0,-0.0184,-0.0911,1438,-0.0184,0.0527,101.0,0.0,0.0978,404,0.0978,0.1609,8,0.0,-0.7143,0.0034,0.0,-0.0091,274.0,-0.0867,0.161,0.1177,-0.0112,0.0048,488.0,-0.023,0.0439,308.0,-0.0091,-0.1136,1542.0,-0.0049,-0.0129,1015669.0,-0.002,0.0299,1924,-0.0184,0.0554,0.339,-0.0016,-0.0029,0.0
201908,15003,"honolulu, hi",693091.0,-0.007,-0.0085,3106,-0.0021,0.1274,57.0,0.0556,0.027,1148,-0.1142,0.0,20,-0.0909,1.0,0.0047,-0.0003,0.0021,664.0,-0.0621,-0.0541,0.1562,-0.0061,-0.023,4.0,-0.1111,0.1429,549.0,-0.0021,0.0423,1215.0,-0.011,-0.061,1158868.0,0.0054,0.011,3110,-0.0022,0.1272,0.0013,-0.0002,0.0,0.0
201908,15009,"maui, hi",938591.0,-0.0063,0.0487,918,-0.0306,-0.1551,89.0,-0.0378,-0.0632,268,0.072,0.1964,4,0.0,-0.6667,0.0027,0.0,-0.0045,124.0,-0.2051,-0.1268,0.0833,-0.0194,0.0005,306.0,-0.0301,-0.096,702.0,-0.02,0.0819,1421.0,0.0211,0.0194,2148757.0,-0.0378,0.3002,1220,-0.0321,-0.1433,0.3333,0.0002,0.0218,0.0
201908,15007,"kauai, hi",1016018.0,0.0806,0.0645,453,-0.0443,0.0609,103.0,0.0073,0.2561,92,-0.917,-0.2069,4,-0.7778,1.0,0.0059,-0.0029,0.003,72.0,0.2414,0.3846,0.1057,0.039,0.0322,136.0,-0.0621,-0.0556,620.0,0.0414,0.0331,1656.0,0.0099,0.0178,1978560.0,0.0131,-0.05,589,-0.0485,0.0342,0.3002,-0.0057,-0.037,0.0
201908,15001,"hawaii, hi",443545.0,-0.0131,-0.1111,1465,-0.0105,0.0666,101.0,0.0521,0.0802,368,-0.892,0.0166,8,-0.3333,0.3333,0.0034,-0.0017,0.0007,300.0,0.7647,0.2712,0.1289,0.0693,0.0225,499.0,-0.0244,0.0257,311.0,-0.0123,-0.117,1549.0,-0.0031,-0.0106,1017687.0,0.0246,0.0061,1960,-0.0161,0.0552,0.3406,-0.0049,-0.0136,1.0
201907,15007,"kauai, hi",940250.0,-0.0483,-0.0773,474,0.026,0.1762,102.0,-0.0705,0.1619,1108,11.5909,7.9355,18,3.5,3.5,0.0088,0.0042,0.003,58.0,-0.0938,-0.0333,0.0667,-0.0254,-0.0155,145.0,-0.0268,-0.0852,595.0,-0.0497,-0.0213,1640.0,0.0584,-0.0496,1952941.0,-0.0159,-0.1318,619,0.0098,0.0946,0.3059,-0.0166,-0.0874,1.0
201907,15003,"honolulu, hi",698000.0,-0.0007,0.0087,3113,0.0389,0.1335,54.0,-0.0357,0.0,1296,0.0485,0.0031,22,0.375,-0.0833,0.005,0.0012,-0.0011,708.0,0.0114,0.1203,0.1624,-0.004,0.0071,5.0,-0.3571,0.125,550.0,0.0123,0.0513,1228.0,-0.0125,-0.0353,1152606.0,0.002,0.0087,3117,0.038,0.1335,0.0014,-0.0009,0.0,0.0
201907,15001,"hawaii, hi",449450.0,-0.001,-0.0999,1481,-0.0221,0.0878,96.0,0.0213,0.0267,3406,8.0585,8.4088,12,-0.25,-0.1429,0.0051,-0.0014,-0.0012,170.0,-0.3929,-0.2202,0.0596,-0.055,-0.0384,512.0,-0.0367,0.0407,314.0,-0.0416,-0.119,1554.0,-0.0037,-0.0144,993279.0,-0.0137,-0.0229,1992,-0.0311,0.077,0.3455,-0.0052,-0.0156,1.0
201907,15009,"maui, hi",944500.0,-0.0032,0.0609,947,-0.0217,-0.1332,93.0,-0.075,-0.0561,250,-0.0809,-0.1379,4,,0.0,0.0027,0.0027,0.0003,156.0,0.0541,0.0263,0.1028,0.0111,0.0148,316.0,-0.0439,-0.0815,716.0,0.0076,0.1095,1392.0,0.0168,-0.0025,2233206.0,0.0335,0.3664,1261,-0.0296,-0.1216,0.3332,-0.0078,0.0187,0.0
201906,15001,"hawaii, hi",449900.0,-0.0374,-0.0984,1514,-0.0146,0.1198,94.0,0.0217,0.033,376,0.0273,0.2533,16,0.3333,0.0,0.0065,0.0016,-0.0004,280.0,-0.1908,0.4583,0.1146,-0.0283,0.0248,531.0,0.0134,0.0212,328.0,-0.0051,-0.075,1560.0,-0.0139,-0.0041,1007027.0,-0.0114,-0.0106,2056,-0.0002,0.112,0.3507,0.0097,-0.0339,0.0
201906,15003,"honolulu, hi",698500.0,0.0,0.005,2996,-0.0005,0.1497,56.0,0.009,0.037,1236,0.0016,-0.0159,16,0.1429,0.0,0.0037,0.0005,-0.0004,700.0,0.0145,0.2153,0.1664,0.0031,0.0174,7.0,-0.125,0.4,543.0,0.0016,0.0291,1244.0,-0.0064,-0.0201,1150252.0,-0.0049,-0.0089,3003,-0.001,0.1506,0.0023,-0.0003,0.0004,0.0
201906,15007,"kauai, hi",988000.0,0.0615,-0.059,462,-0.0149,0.1637,110.0,0.0628,0.0329,88,-0.0638,-0.1538,4,1.0,0.0,0.0046,0.0018,-0.0017,64.0,-0.0588,0.3333,0.0921,-0.0011,0.0192,149.0,-0.0165,-0.0859,626.0,0.0576,0.0006,1550.0,-0.0061,-0.1012,1984570.0,0.0246,-0.0948,613,-0.0089,0.1045,0.3225,-0.0005,-0.0881,0.0
201906,15009,"maui, hi",947500.0,0.0088,0.0941,968,-0.0491,-0.0987,100.0,0.0444,-0.0654,272,0.0462,-0.0145,0,-1.0,-1.0,0.0,-0.0036,-0.0047,148.0,0.2759,0.0571,0.0916,0.0198,0.008,330.0,-0.0449,-0.0704,711.0,0.0381,0.0689,1369.0,-0.0263,0.0427,2160858.0,0.0115,0.3214,1299,-0.0473,-0.0922,0.3409,0.0015,0.0104,0.0
201905,15009,"maui, hi",939225.0,0.0022,0.1057,1018,-0.0351,-0.0468,96.0,0.0639,-0.0613,260,-0.172,0.0656,6,0.5,-0.4,0.0036,0.0014,-0.0023,116.0,-0.3895,-0.2564,0.0719,-0.0397,-0.0198,346.0,-0.0725,-0.1026,685.0,-0.0171,0.0391,1406.0,0.0036,0.066,2136396.0,0.0122,0.2856,1364,-0.0448,-0.0584,0.3394,-0.0137,-0.0211,0.0
201905,15003,"honolulu, hi",698500.0,-0.001,0.0094,2998,-0.0111,0.1997,56.0,-0.0177,0.0571,1234,-0.0522,0.0182,14,-0.125,-0.4615,0.0033,-0.0005,-0.0037,690.0,-0.0086,0.4139,0.1633,0.0032,0.0341,8.0,-0.0588,0.6,542.0,-0.0059,0.0099,1252.0,0.0111,-0.0089,1155880.0,-0.0078,-0.054,3006,-0.011,0.2005,0.0027,-0.0001,0.0007,0.0
201905,15001,"hawaii, hi",467375.0,-0.0051,-0.0634,1537,-0.0232,0.1671,92.0,0.0698,0.0222,366,-0.2407,0.0517,12,-0.25,-0.5385,0.005,-0.001,-0.0066,346.0,-0.0495,0.6019,0.1429,0.0028,0.047,524.0,-0.049,-0.0879,330.0,-0.0234,-0.068,1582.0,-0.0013,0.021,1018600.0,0.0065,0.0035,2057,-0.0293,0.0901,0.341,-0.0093,-0.0953,0.0
201905,15007,"kauai, hi",930750.0,0.0338,-0.0634,469,0.0075,0.1696,104.0,-0.0282,-0.0505,94,-0.254,-0.1455,2,0.0,-0.6667,0.0028,0.0002,-0.0061,68.0,-0.2609,0.5455,0.0931,-0.0315,0.0277,152.0,-0.0472,-0.0873,592.0,-0.0072,-0.0375,1559.0,0.0315,-0.0952,1936965.0,0.0053,-0.0925,619,-0.0167,0.0937,0.323,-0.0185,-0.0909,0.0
201904,15009,"maui, hi",937118.0,-0.0173,0.1036,1055,-0.0276,-0.0778,90.0,0.0714,-0.0576,314,0.0608,-0.0188,4,-0.75,-0.5,0.0022,-0.0069,-0.0018,190.0,0.1875,0.131,0.1116,0.0199,0.008,373.0,0.0178,34.4762,697.0,-0.0168,0.0885,1401.0,0.0048,0.0581,2110720.0,0.086,0.2819,1428,-0.0148,0.2227,0.3531,0.0158,0.3439,0.0
201904,15003,"honolulu, hi",699214.0,0.0,0.0062,3031,-0.0156,0.2371,57.0,0.0273,0.1078,1302,0.1109,-0.0061,16,1.0,-0.1111,0.0038,0.0019,-0.001,696.0,0.0175,0.4561,0.16,-0.0006,0.035,9.0,0.0625,0.7,546.0,0.0073,0.0171,1238.0,0.0118,-0.02,1164959.0,0.0162,-0.0527,3040,-0.0154,0.2381,0.0028,0.0002,0.0008,0.0
201904,15001,"hawaii, hi",469750.0,-0.0231,-0.0586,1573,-0.0094,0.1596,86.0,0.0238,-0.0058,482,0.0478,0.2234,16,0.3333,-0.3333,0.006,0.0015,-0.0044,364.0,0.0225,0.5424,0.1401,0.0048,0.0374,551.0,-0.0645,-0.0063,338.0,-0.0212,-0.0412,1584.0,-0.0002,0.0173,1012014.0,-0.0014,0.0128,2119,-0.0242,0.1086,0.3503,-0.0206,-0.0585,0.0
201904,15007,"kauai, hi",900321.0,-0.0148,-0.0878,466,-0.0032,0.123,107.0,0.024,-0.034,126,0.1667,0.3696,2,,0.0,0.0027,0.0027,-0.0002,92.0,0.0455,1.4211,0.1246,0.0044,0.0686,159.0,0.0063,-0.0479,597.0,-0.0203,-0.0197,1511.0,-0.0082,-0.1094,1926777.0,-0.0229,-0.088,629,0.008,0.0808,0.3416,0.0032,-0.0613,0.0
201903,15007,"kauai, hi",913821.0,0.0188,-0.056,467,-0.021,0.0711,104.0,0.0246,-0.0326,108,-0.1148,0.125,0,-1.0,-1.0,0.0,-0.0027,-0.0112,88.0,0.5172,0.6923,0.1202,0.039,0.0489,158.0,0.1661,-0.076,609.0,0.0367,0.0325,1524.0,-0.0225,-0.0985,1971964.0,-0.0036,-0.0375,624,0.0171,0.0314,0.3383,0.0543,-0.0539,0.0
201903,15001,"hawaii, hi",480857.0,-0.0075,-0.0364,1588,-0.0173,0.1359,84.0,0.0307,-0.0455,460,-0.0086,0.4198,12,-0.1429,-0.5714,0.0045,-0.0007,-0.0075,356.0,0.0533,0.4355,0.1353,0.0069,0.0254,589.0,0.0471,0.0279,345.0,-0.0133,-0.0272,1584.0,0.0,0.0261,1013424.0,0.0028,-0.0132,2171,-0.0025,0.1026,0.3709,0.0228,-0.039,0.0
201903,15009,"maui, hi",953643.0,-0.004,0.163,1085,-0.005,-0.107,84.0,0.0633,-0.0455,296,-0.0692,0.0,16,0.1429,1.0,0.0092,0.0012,0.0037,160.0,0.1268,-0.1667,0.0917,0.0111,-0.0392,366.0,0.0354,44.75,709.0,0.0075,0.0992,1394.0,-0.0054,0.0618,1943498.0,0.0616,0.1896,1449,0.0063,0.1867,0.3373,0.0132,0.3307,0.0
201903,15003,"honolulu, hi",699214.0,0.0003,0.0061,3079,-0.0005,0.3147,55.0,-0.0678,0.1,1172,0.0017,0.0616,8,-0.2,-0.5,0.0019,-0.0005,-0.003,684.0,-0.0256,0.5405,0.1606,-0.002,0.0324,8.0,0.3333,0.6,542.0,0.0008,-0.0016,1223.0,0.0098,-0.0166,1146333.0,0.0133,-0.0852,3087,0.0,0.3153,0.0026,0.0007,0.0005,0.0
201902,15001,"hawaii, hi",484500.0,0.001,-0.0291,1616,0.0186,0.0945,82.0,-0.0181,-0.0686,464,0.0498,0.1048,14,-0.3,-0.4615,0.0053,-0.0027,-0.0056,338.0,0.0,0.1419,0.1284,-0.0072,0.0062,563.0,0.2901,0.0603,350.0,-0.011,-0.0009,1584.0,0.0104,0.0213,1010645.0,0.0289,-0.0111,2177,0.0785,0.0783,0.3481,0.0733,-0.0112,0.0
201902,15007,"kauai, hi",897000.0,-0.0007,-0.0455,477,0.0117,0.0731,102.0,-0.0938,-0.0379,122,0.1296,0.1091,2,-0.75,-0.75,0.0027,-0.0078,-0.0084,58.0,-0.2162,0.0741,0.0812,-0.0232,0.0053,136.0,0.0669,-0.2213,587.0,0.0097,-0.0046,1559.0,-0.0305,-0.0825,1978996.0,-0.0135,0.0108,614,0.0242,-0.0032,0.2841,0.0147,-0.1074,0.0
201902,15003,"honolulu, hi",699000.0,0.0,0.0058,3081,0.0397,0.3646,59.0,-0.0923,0.1456,1170,-0.1096,0.0052,10,-0.375,-0.5455,0.0024,-0.0012,-0.0042,702.0,0.2021,0.5882,0.1626,0.0282,0.0347,6.0,0.5,0.0,541.0,0.0074,0.0001,1212.0,-0.0134,-0.031,1131246.0,-0.0182,-0.1308,3087,0.0406,0.3638,0.0019,0.0006,-0.0007,0.0
201902,15009,"maui, hi",957500.0,0.0241,0.1526,1091,-0.0068,-0.1216,79.0,0.0748,-0.092,318,0.0816,-0.0479,14,0.75,0.1667,0.008,0.0033,0.0004,142.0,-0.0897,-0.2828,0.0806,-0.0077,-0.0445,354.0,0.2169,49.5,703.0,0.0173,0.0808,1402.0,-0.0051,0.0717,1830675.0,0.03,0.1341,1440,0.0304,0.1534,0.3242,0.0596,0.3185,0.0
201901,15009,"maui, hi",934950.0,0.0053,0.1154,1098,0.031,-0.122,74.0,-0.0813,-0.1064,294,-0.0329,-0.1353,8,0.0,0.3333,0.0047,-0.0002,0.001,156.0,-0.0714,-0.0488,0.0883,-0.0143,-0.0179,291.0,-0.0865,71.625,691.0,0.0382,0.0725,1409.0,-0.0395,0.0566,1777342.0,0.0076,0.1179,1398,0.0156,0.114,0.2646,-0.034,0.2614,0.0
201901,15001,"hawaii, hi",484000.0,0.03,-0.031,1587,0.0563,0.0972,83.0,-0.0235,-0.0879,442,0.2278,0.1755,20,1.5,-0.2857,0.008,0.0046,-0.0039,338.0,0.3629,0.3307,0.1356,0.0278,0.0255,436.0,-0.0396,-0.0684,354.0,0.0113,0.0158,1568.0,0.0,0.0019,982233.0,0.0114,-0.0442,2018,0.0343,0.0546,0.2748,-0.0274,-0.0488,0.0
201901,15003,"honolulu, hi",699000.0,0.0,0.0,2963,0.0182,0.3533,65.0,-0.0441,-0.0152,1314,0.4408,0.1367,16,0.0,-0.3333,0.0037,-0.0007,-0.0033,584.0,0.1406,0.759,0.1344,0.0008,0.0377,4.0,0.0,-0.2,537.0,0.0204,-0.0168,1228.0,-0.016,-0.0196,1152171.0,-0.0046,-0.1347,2967,0.018,0.3518,0.0013,0.0,-0.0009,0.0
201901,15007,"kauai, hi",897625.0,0.0041,-0.0353,472,-0.0053,0.0107,112.0,0.0045,0.0927,108,-0.069,-0.0526,8,,0.0,0.0105,0.0105,-0.0007,74.0,0.0882,0.2759,0.1045,0.0115,0.0287,127.0,0.0583,-0.178,582.0,-0.0014,0.0097,1608.0,0.0262,-0.0468,2006009.0,0.0205,-0.0681,599,0.0101,-0.0339,0.2694,0.0162,-0.0618,0.0
201812,15003,"honolulu, hi",699000.0,0.0011,-0.0006,2910,-0.0031,0.302,68.0,0.0794,0.0462,912,-0.2056,0.1232,16,0.1429,0.3333,0.0044,0.0008,0.0005,512.0,-0.0725,0.6,0.1336,-0.0018,0.0288,4.0,0.0,-0.2,527.0,0.0067,-0.019,1248.0,-0.0179,-0.0079,1157469.0,0.0103,-0.1165,2914,-0.0031,0.3015,0.0014,0.0,-0.0009,0.0
201812,15007,"kauai, hi",894000.0,0.0347,-0.034,474,0.0383,-0.0021,112.0,0.0985,-0.047,116,0.1373,0.2083,0,-1.0,-1.0,0.0,-0.0089,-0.0056,68.0,0.2593,0.3077,0.093,0.0096,0.0241,120.0,0.0526,-0.2405,583.0,0.0091,0.0011,1567.0,0.0045,-0.0509,1965661.0,0.0248,-0.0801,593,0.0385,-0.0676,0.2532,0.0034,-0.0795,0.0
201812,15009,"maui, hi",930000.0,0.0485,0.1411,1065,0.0177,-0.1256,80.0,-0.171,-0.0244,304,0.1176,-0.0256,8,0.3333,0.0,0.0049,0.0012,-0.0001,168.0,0.5849,0.2353,0.1026,0.0383,0.0212,318.0,0.0392,44.4286,666.0,0.0037,0.0463,1467.0,0.0316,0.1173,1763904.0,0.0306,0.1379,1376,0.0196,0.1223,0.2986,0.0062,0.2928,0.0
201812,15001,"hawaii, hi",469900.0,0.0385,-0.0391,1502,0.0302,0.0467,85.0,-0.0058,0.0,360,0.0112,0.0345,8,0.0,-0.7143,0.0034,-0.0001,-0.0089,248.0,0.0508,0.3778,0.1079,0.0064,0.0296,454.0,0.0067,-0.0194,350.0,0.0323,0.0148,1568.0,0.0116,0.0188,971167.0,0.0624,-0.0021,1951,0.0271,0.0285,0.3023,-0.0071,-0.0204,0.0
201811,15003,"honolulu, hi",698257.0,0.012,0.0083,2919,0.0355,0.2694,63.0,-0.0079,0.05,1148,0.0,0.0851,14,-0.125,0.1667,0.0035,-0.0005,-0.0002,552.0,-0.2092,0.2897,0.1354,-0.0402,0.0112,4.0,0.3333,-0.3846,523.0,-0.0003,-0.0083,1271.0,0.0049,-0.0168,1145622.0,-0.0077,-0.0916,2923,0.0358,0.2676,0.0014,0.0003,-0.0015,0.0
